State ,Port,Country,AM24_INR,AM24_USD
MAHARASHTRA,TUTICORIN SEA,COSTA RICA,1290178,15657
MAHARASHTRA,TUTICORIN SEA,COTE D' IVOIRE,13862429,169011
MAHARASHTRA,TUTICORIN SEA,DENMARK,2180122,26354
MAHARASHTRA,TUTICORIN SEA,DJIBOUTI,3012853,36674
MAHARASHTRA,TUTICORIN SEA,ECUADOR,10999,132
MAHARASHTRA,TUTICORIN SEA,EGYPT A RP,85262130,1029513
MAHARASHTRA,TUTICORIN SEA,FRANCE,36262691,438854
MAHARASHTRA,TUTICORIN SEA,GABON,2289501,27724
MAHARASHTRA,TUTICORIN SEA,GERMANY,21714426,262490
MAHARASHTRA,TUTICORIN SEA,GHANA,262059326,3159801
MAHARASHTRA,TUTICORIN SEA,GREECE,17606318,213234
MAHARASHTRA,TUTICORIN SEA,GUATEMALA,2034450,24522
MAHARASHTRA,TUTICORIN SEA,HONDURAS,1270635,15492
MAHARASHTRA,TUTICORIN SEA,HONG KONG,10999,132
MAHARASHTRA,TUTICORIN SEA,IRELAND,2332770,28106
MAHARASHTRA,TUTICORIN SEA,ISRAEL,1059311,12755
MAHARASHTRA,TUTICORIN SEA,ITALY,29946116,362458
MAHARASHTRA,TUTICORIN SEA,KENYA,9119663,110294
MAHARASHTRA,TUTICORIN SEA,LEBANON,16221351,197560
MAHARASHTRA,TUTICORIN SEA,MADAGASCAR,2729559,32972
MAHARASHTRA,TUTICORIN SEA,MALAYSIA,115324,1400
MAHARASHTRA,TUTICORIN SEA,MALDIVES,1473518189,17799867
MAHARASHTRA,TUTICORIN SEA,MALTA,11571738,140747
MAHARASHTRA,TUTICORIN SEA,MAURITIUS,3399140,40940
MAHARASHTRA,TUTICORIN SEA,MEXICO,9051407,109094
MAHARASHTRA,TUTICORIN SEA,MOROCCO,4680708,56205
MAHARASHTRA,TUTICORIN SEA,MOZAMBIQUE,28129608,340484
MAHARASHTRA,TUTICORIN SEA,NETHERLAND,58494130,707132
MAHARASHTRA,TUTICORIN SEA,NIGER,7720210,93818
MAHARASHTRA,TUTICORIN SEA,NIGERIA,75786264,914979
MAHARASHTRA,TUTICORIN SEA,NORWAY,50541164,611281
MAHARASHTRA,TUTICORIN SEA,OMAN,10548602,127310
MAHARASHTRA,TUTICORIN SEA,PANAMA REPUBLIC,244562432,2960535
MAHARASHTRA,TUTICORIN SEA,PERU,30131692,363744
MAHARASHTRA,TUTICORIN SEA,POLAND,36765348,444245
MAHARASHTRA,TUTICORIN SEA,PUERTO RICO,10244971,123379
MAHARASHTRA,TUTICORIN SEA,QATAR,8635935,104775
MAHARASHTRA,TUTICORIN SEA,ROMANIA,14897951,179972
MAHARASHTRA,TUTICORIN SEA,SAUDI ARAB,29913363,361721
MAHARASHTRA,TUTICORIN SEA,SLOVAK REP,1789465,21761
MAHARASHTRA,TUTICORIN SEA,SOMALIA,3416409,41163
MAHARASHTRA,TUTICORIN SEA,SOUTH AFRICA,243715267,2936097
MAHARASHTRA,TUTICORIN SEA,SPAIN,4613283,55606
MAHARASHTRA,TUTICORIN SEA,SRI LANKA DSR,1245038934,15076485
MAHARASHTRA,TUTICORIN SEA,SUDAN,21550215,259362
MAHARASHTRA,TUTICORIN SEA,SWEDEN,28260543,342363
MAHARASHTRA,TUTICORIN SEA,TANZANIA REP,24280301,294364
MAHARASHTRA,TUTICORIN SEA,THAILAND,35197,423
MAHARASHTRA,TUTICORIN SEA,TOGO,10024703,121496
MAHARASHTRA,TUTICORIN SEA,TUNISIA,5089555,61231
MAHARASHTRA,TUTICORIN SEA,TURKEY,2491665,29920
MAHARASHTRA,TUTICORIN SEA,U ARAB EMTS,88461905,1069877
MAHARASHTRA,TUTICORIN SEA,U K,9724709,116962
MAHARASHTRA,TUTICORIN SEA,U S A,144229957,1743402
MAHARASHTRA,TUTICORIN SEA,UGANDA,10183070,123749
MAHARASHTRA,TUTICORIN SEA,URUGUAY,2027124,24651
MAHARASHTRA,TUTICORIN SEA,VIETNAM SOC REP,539168,6563
MAHARASHTRA,TUTICORIN SEA,ZAMBIA,14210832,171312
MAHARASHTRA,VISAKHAPATNAM SEA,ANGOLA,9617400,115923
MAHARASHTRA,VISAKHAPATNAM SEA,BAHARAIN IS,999572,12167
MAHARASHTRA,VISAKHAPATNAM SEA,BENIN,1451122179,17571657
MAHARASHTRA,VISAKHAPATNAM SEA,BURKINA FASO,10325250,123984
MAHARASHTRA,VISAKHAPATNAM SEA,CAMEROON,90718768,1091914
MAHARASHTRA,VISAKHAPATNAM SEA,CHINA P RP,1651175958,20056889
MAHARASHTRA,VISAKHAPATNAM SEA,COTE D' IVOIRE,221770650,2686580
MAHARASHTRA,VISAKHAPATNAM SEA,DJIBOUTI,17981866,215924
MAHARASHTRA,VISAKHAPATNAM SEA,EGYPT A RP,110104924,1338538
MAHARASHTRA,VISAKHAPATNAM SEA,ETHIOPIA,2206157,26542
MAHARASHTRA,VISAKHAPATNAM SEA,GAMBIA,22254504,270539
MAHARASHTRA,VISAKHAPATNAM SEA,GHANA,12464595,151968
MAHARASHTRA,VISAKHAPATNAM SEA,GUINEA,423304310,5107768
MAHARASHTRA,VISAKHAPATNAM SEA,GUINEA BISSAU,4859106,59089
MAHARASHTRA,VISAKHAPATNAM SEA,KENYA,351466342,4264276
MAHARASHTRA,VISAKHAPATNAM SEA,MALAYSIA,25751101,312991
MAHARASHTRA,VISAKHAPATNAM SEA,MALDIVES,1375283,16514
MAHARASHTRA,VISAKHAPATNAM SEA,MALI,8987707,108566
MAHARASHTRA,VISAKHAPATNAM SEA,MOZAMBIQUE,14964573,182449
MAHARASHTRA,VISAKHAPATNAM SEA,NAMIBIA,17128800,205680
MAHARASHTRA,VISAKHAPATNAM SEA,NIGER,33793151,410921
MAHARASHTRA,VISAKHAPATNAM SEA,NIGERIA,16639746,200567
MAHARASHTRA,VISAKHAPATNAM SEA,OMAN,4175240,50722
MAHARASHTRA,VISAKHAPATNAM SEA,PHILIPPINES,143394490,1737693
MAHARASHTRA,VISAKHAPATNAM SEA,SENEGAL,107301689,1295455
MAHARASHTRA,VISAKHAPATNAM SEA,SIERRA LEONE,42521625,515711
MAHARASHTRA,VISAKHAPATNAM SEA,SOUTH AFRICA,424399508,5122870
MAHARASHTRA,VISAKHAPATNAM SEA,SOUTH SUDAN,8463328,101603
MAHARASHTRA,VISAKHAPATNAM SEA,TIMOR-LESTE,134963548,1635993
MAHARASHTRA,VISAKHAPATNAM SEA,TOGO,859165581,10397558
MAHARASHTRA,VISAKHAPATNAM SEA,TURKEY,2058447,24718
MAHARASHTRA,VISAKHAPATNAM SEA,U ARAB EMTS,25807680,310056
MAHARASHTRA,VISAKHAPATNAM SEA,UGANDA,75952500,918147
MAHARASHTRA,VISAKHAPATNAM SEA,VIETNAM SOC REP,159905064,1940372
MAHARASHTRA,Wipro Ltd Hinjewadi Pune,FRANCE,72440,875
MAHARASHTRA,Wipro Ltd Hinjewadi Pune,JAPAN,71175,855
MAHARASHTRA,Wipro Ltd Hinjewadi Pune,U S A,171782,2094
MANIPUR,CHENGRABANDHA RLY.STATION,BANGLADESH PR,1488625,17907
MANIPUR,CHENNAI AIR,MALAYSIA,66565,800
MANIPUR,CHENNAI AIR,MALDIVES,86468,1040
MANIPUR,DELHI AIR,ITALY,359073,4326
MANIPUR,DELHI AIR,U S A,844887,10171
MANIPUR,HYDERABAD AIRPORT,U S A,42831,521
MANIPUR,ICD BANGALORE,U ARAB EMTS,113098,1361
MANIPUR,MUMBAI AIR,BELGIUM,52,1
MANIPUR,MUMBAI AIR,OMAN,636216,7695
MANIPUR,MUMBAI AIR,SINGAPORE,5007267,60810
MANIPUR,MUNDRA,SUDAN,15926625,191608
MANIPUR,NHAVA SHEVA SEA,NIGERIA,712091,8602
MANIPUR,NHAVA SHEVA SEA,U S A,88069,1064
MEGHALAYA,BANGALORE AIRPORT,U K,824,10
MEGHALAYA,DARRANGA (RANGIA),BHUTAN,25128882,302436
MEGHALAYA,DELHI AIR,U S A,259286,3122
MEGHALAYA,ICD GUWAHATI(AMIN GAON),U ARAB EMTS,1227639,14929
MEGHALAYA,JAIGAON,BHUTAN,253305721,3061373
MEGHALAYA,KOLKATA AIR,CANADA,248083,2979
MEGHALAYA,KOLKATA AIR,GERMANY,599517,7199
MEGHALAYA,KOLKATA AIR,INDONESIA,611311,7363
MEGHALAYA,KOLKATA AIR,ITALY,56388,677
MEGHALAYA,KOLKATA AIR,KUWAIT,105642520,1275590
MEGHALAYA,KOLKATA AIR,MALAYSIA,2516575,30250
MEGHALAYA,KOLKATA AIR,PORTUGAL,112078,1346
MEGHALAYA,KOLKATA AIR,QATAR,1830460,22043
MEGHALAYA,KOLKATA AIR,SAUDI ARAB,85849123,1035559
MEGHALAYA,KOLKATA AIR,SINGAPORE,1372338,16688
MEGHALAYA,KOLKATA AIR,TAIWAN,19564,235
MEGHALAYA,KOLKATA AIR,THAILAND,4322880,52317
MEGHALAYA,KOLKATA AIR,U ARAB EMTS,93662107,1128840
MEGHALAYA,KOLKATA AIR,U K,631255,7592
MEGHALAYA,KOLKATA SEA,ITALY,17310295,210653
MEGHALAYA,KOLKATA SEA,KUWAIT,1675252,20265
MEGHALAYA,KOLKATA SEA,POLAND,6368456,77644
MEGHALAYA,KOLKATA SEA,SRI LANKA DSR,824653,9940
MEGHALAYA,KOLKATA SEA,U ARAB EMTS,29357212,356623
MEGHALAYA,KOTWALIGATE (MOHEDIPUR),BANGLADESH PR,351799,4223
MEGHALAYA,LCS FULBARI,BANGLADESH PR,1457610,17628
MEGHALAYA,LCS KAMARDWISA,BHUTAN,13009620,156811
MEGHALAYA,MAHENDRAGANJ,BANGLADESH PR,199260,2400
MEGHALAYA,MUMBAI AIR,NETHERLAND,871,10
MEGHALAYA,MUMBAI AIR,SINGAPORE,80881,972
MEGHALAYA,MUNDRA,NIGERIA,181750,2216
MEGHALAYA,MUNDRA,U ARAB EMTS,2474920,29826
MEGHALAYA,NHAVA SHEVA SEA,U S A,332899,4022
MEGHALAYA,PANITANKI,NEPAL,8771841,105661
MEGHALAYA,PETRAPOLE LAND,BANGLADESH PR,10901150,131040
MEGHALAYA,RAXAUL LAND,NEPAL,20000,241
MEGHALAYA,SUTARKANDI,BANGLADESH PR,174677395,2105704
MIZORAM,KOLKATA AIR,FRANCE,47272,569
MIZORAM,KOLKATA AIR,POLAND,1253714,15144
MIZORAM,MUMBAI AIR,NETHERLAND,867,10
MIZORAM,MUMBAI AIR,SERBIA,8,0
MIZORAM,NHAVA SHEVA SEA,U S A,464837,5601
MIZORAM,NHAVA SHEVA SEA,YEMEN REPUBLC,3503131,42065
NAGALAND,BANGALORE AIRPORT,CANADA,3192636,38925
NAGALAND,BANGALORE AIRPORT,U S A,42138,506
NAGALAND,CHENGRABANDHA RLY.STATION,BANGLADESH PR,11024753,132992
NAGALAND,DELHI AIR,AUSTRALIA,731207,8880
NAGALAND,DELHI AIR,BELGIUM,77033,927
NAGALAND,DELHI AIR,DENMARK,617158,7439
NAGALAND,DELHI AIR,FRANCE,3307178,40161
NAGALAND,DELHI AIR,GERMANY,105413,1285
NAGALAND,DELHI AIR,U ARAB EMTS,298107,3579
NAGALAND,DELHI AIR,U K,18139,218
NAGALAND,DELHI AIR,U S A,26994,325
NAGALAND,HILI (WEST),BANGLADESH PR,1806151,21688
NAGALAND,JAIGAON,BHUTAN,83751,1009
NAGALAND,KOLKATA AIR,SOUTH AFRICA,87461,1053
NAGALAND,KOLKATA AIR,SPAIN,817479,9849
NAGALAND,KOLKATA SEA,MYANMAR,7258733,87990
NAGALAND,LCS KAMARDWISA,BHUTAN,22870998,275564
NAGALAND,MUMBAI AIR,U S A,399000,4857
NAGALAND,MUNDRA,U ARAB EMTS,1843326,22220
NAGALAND,NAUTANWA (SONAULI),NEPAL,171125,2063
NAGALAND,NHAVA SHEVA SEA,AUSTRALIA,387057,4701
NAGALAND,NHAVA SHEVA SEA,FRANCE,1585587,19088
NAGALAND,NHAVA SHEVA SEA,U S A,3755944,45291
NAGALAND,NHAVA SHEVA SEA,ZIMBABWE,1324382,15957
NAGALAND,PANITANKI,NEPAL,22461595,271646
NAGALAND,SUTARKANDI,BANGLADESH PR,30268951,364737
ODISHA,ADANI ICD KILA RAIPUR LUDHIANA,OMAN,16333445,196159
ODISHA,AHMEDABAD AIR CARGO COMPLEX,AFGHANISTAN,3689,44
ODISHA,AHMEDABAD AIR CARGO COMPLEX,CANADA,68799,829
ODISHA,AHMEDABAD AIR CARGO COMPLEX,COLOMBIA,425416,5148
ODISHA,AHMEDABAD AIR CARGO COMPLEX,GUATEMALA,165591,2000
ODISHA,AHMEDABAD AIR CARGO COMPLEX,SRI LANKA DSR,244780,2977
ODISHA,AHMEDABAD AIR CARGO COMPLEX,U S A,168907,2034
ODISHA,BAIRGANIA,NEPAL,291346,3498
ODISHA,BANGALORE AIRPORT,CHINA P RP,55186,665
ODISHA,BANGALORE AIRPORT,LEBANON,203030,2438
ODISHA,BANGALORE AIRPORT,U S A,1012640,12302
ODISHA,BANGALORE AIRPORT,ZAMBIA,1117173,13415
ODISHA,BARHNI,NEPAL,16912387,203228
ODISHA,BHIMNAGAR,NEPAL,121977085,1484470
ODISHA,BHITHAMORE,NEPAL,1728840,20915
ODISHA,BHUBANESWAR AIR CARGO,SWEDEN,4366,53
ODISHA,BHUBANESWAR AIR CARGO,U ARAB EMTS,60990,735
ODISHA,CFS Nashik,U ARAB EMTS,258944,3157
ODISHA,CFS PATPARGANJ,U S A,42483,518
ODISHA,CHAMURCHI,BHUTAN,6140112,73967
ODISHA,CHENGRABANDHA RLY.STATION,BANGLADESH PR,1111725,13346
ODISHA,CHENNAI AIR,CANADA,2250,27
ODISHA,CHENNAI AIR,JAPAN,6634,80
ODISHA,CHENNAI AIR,MALDIVES,106860,1287
ODISHA,CHENNAI AIR,NIGERIA,24409628,297603
ODISHA,CHENNAI AIR,U S A,57826,699
ODISHA,CHENNAI SEA,AUSTRALIA,129813611,1562072
ODISHA,CHENNAI SEA,BAHARAIN IS,6162419,75132
ODISHA,CHENNAI SEA,BELGIUM,55894608,681468
ODISHA,CHENNAI SEA,BRAZIL,104822597,1274664
ODISHA,CHENNAI SEA,CHINA P RP,59309007,720530
ODISHA,CHENNAI SEA,COLOMBIA,204672,2486
ODISHA,CHENNAI SEA,DJIBOUTI,3867120,46593
ODISHA,CHENNAI SEA,FRANCE,215079,2622
ODISHA,CHENNAI SEA,GHANA,513098,6240
ODISHA,CHENNAI SEA,KENYA,2685474,32337
ODISHA,CHENNAI SEA,KOREA RP,53605589,651138
ODISHA,CHENNAI SEA,MALAYSIA,1001792,12131
ODISHA,CHENNAI SEA,MAURITIUS,111251,1353
ODISHA,CHENNAI SEA,MOROCCO,6695706,80625
ODISHA,CHENNAI SEA,NEW ZEALAND,14414273,173499
ODISHA,CHENNAI SEA,NIGERIA,2382211378,28691418
ODISHA,CHENNAI SEA,SAUDI ARAB,95185134,1146842
ODISHA,CHENNAI SEA,SENEGAL,53127950,638805
ODISHA,CHENNAI SEA,SRI LANKA DSR,19269,234
ODISHA,CHENNAI SEA,TAIWAN,13939900,167955
ODISHA,CHENNAI SEA,TANZANIA REP,6101250,74268
ODISHA,CHENNAI SEA,THAILAND,129453,1571
ODISHA,CHENNAI SEA,TURKEY,3083610,37153
ODISHA,CHENNAI SEA,U ARAB EMTS,121646335,1465446
ODISHA,CHENNAI SEA,U S A,5873097,70524
ODISHA,CHENNAI SEA,VIETNAM SOC REP,265264184,3189639
ODISHA,COCHIN SEA,CHINA P RP,178220621,2162734
ODISHA,COCHIN SEA,VIETNAM SOC REP,40311177,485934
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,BAHARAIN IS,13133977,158450
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,BOSNIA-HRZGOVIN,28235598,341196
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,BULGARIA,46595903,563540
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,CZECH REPUBLIC,4370596,52828
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,EGYPT A RP,3483365,42298
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,ETHIOPIA,4086224,49819
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,GERMANY,16566859,200397
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,GREECE,20614649,248914
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,ISRAEL,1380144,16800
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,JORDAN,470288,5711
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,KUWAIT,12689484,152752
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,OMAN,40738309,492079
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,POLAND,18706968,226113
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,QATAR,2273569,27294
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,ROMANIA,16556911,201011
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,RUSSIA,33831454,407832
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,SAUDI ARAB,291318456,3515423
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,SERBIA,2093920,25359
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,SOUTH AFRICA,15172895,183474
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,SPAIN,4126646,49741
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,SWEDEN,4702652,56480
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,TURKEY,151145,1838
ODISHA,CONCOR ICD/MMLP KHAPRI NAGPUR,U ARAB EMTS,46615514,563471
ODISHA,DELHI (ICD),CHINA P RP,331433,3980
ODISHA,DELHI (ICD),U ARAB EMTS,1392541,16766
ODISHA,DELHI AIR,AUSTRALIA,228816,2767
ODISHA,DELHI AIR,BAHARAIN IS,42761,513
ODISHA,DELHI AIR,CANADA,200447,2416
ODISHA,DELHI AIR,CHILE,748979,9108
ODISHA,DELHI AIR,CHINA P RP,2597194,31312
ODISHA,DELHI AIR,FRANCE,1173909,14158
ODISHA,DELHI AIR,GERMANY,6986938,84176
ODISHA,DELHI AIR,JAPAN,369784,4460
ODISHA,DELHI AIR,KOREA RP,10014,121
ODISHA,DELHI AIR,MALAYSIA,37970,457
ODISHA,DELHI AIR,NETHERLAND,6664,81
ODISHA,DELHI AIR,NEW ZEALAND,896256,10826
ODISHA,DELHI AIR,POLAND,1431023,17232
ODISHA,DELHI AIR,RUSSIA,18467756,222863
ODISHA,DELHI AIR,SAUDI ARAB,136502,1659
ODISHA,DELHI AIR,SPAIN,107026,1305
ODISHA,DELHI AIR,THAILAND,44491,534
ODISHA,DELHI AIR,TURKEY,22600,274
ODISHA,DELHI AIR,U ARAB EMTS,115688,1394
ODISHA,DELHI AIR,U K,58326688,702356
ODISHA,DELHI AIR,U S A,11562176,139938
ODISHA,DHAMRA(CHANDBALI),BANGLADESH PR,671224795,8110296
ODISHA,DHAMRA(CHANDBALI),CHINA P RP,46859525128,565467202
ODISHA,DHAMRA(CHANDBALI),INDONESIA,2860623942,34698613
ODISHA,DHAMRA(CHANDBALI),ITALY,3823555540,46343405
ODISHA,DHAMRA(CHANDBALI),MALAYSIA,1572159037,18952880
ODISHA,DHAMRA(CHANDBALI),QATAR,60724920,729557
ODISHA,DHAMRA(CHANDBALI),SOUTH AFRICA,284713395,3465695
ODISHA,DHAMRA(CHANDBALI),TURKEY,226709296,2738517
ODISHA,DHAMRA(CHANDBALI),U ARAB EMTS,62862818,763424
ODISHA,DHAMRA(CHANDBALI),U K,968898494,11631714
ODISHA,DHAMRA(CHANDBALI),VIETNAM SOC REP,1394987201,16838481
ODISHA,ENNORE SEA,BELGIUM,7464629,90652
ODISHA,ENNORE SEA,INDONESIA,206815504,2488452
ODISHA,ENNORE SEA,MOROCCO,1750686,21081
ODISHA,ENNORE SEA,U K,8333404,101602
ODISHA,ENNORE SEA,U S A,46397506,564777
ODISHA,GANGAVARAM PORT,CHINA P RP,246300732,2963159
ODISHA,GANGAVARAM PORT,GREECE,2542972543,30620503
ODISHA,GANGAVARAM PORT,ITALY,316385297,3842271
ODISHA,GANGAVARAM PORT,MEXICO,512343395,6150729
ODISHA,GANGAVARAM PORT,RUSSIA,765378513,9331515
ODISHA,GHAJADANGA,BANGLADESH PR,188074566,2267399
ODISHA,GOPALPUR PORT,CHINA P RP,36433846620,439499366
ODISHA,GOPALPUR PORT,INDONESIA,710303785,8545915
ODISHA,GOPALPUR PORT,JAPAN,1549135000,18710854
ODISHA,GOPALPUR PORT,KOREA RP,1498199880,18218023
ODISHA,GOPALPUR PORT,NETHERLAND,522593500,6318888
ODISHA,GOPALPUR PORT,U S A,2165480524,26298199
ODISHA,"HAZIRA PORT, SURAT",BENIN,97982,1180
ODISHA,"HAZIRA PORT, SURAT",MALAYSIA,775598,9432
ODISHA,HILI (WEST),BANGLADESH PR,5640729,68397
ODISHA,HTPL KILARAIPUR ICD,MOZAMBIQUE,4580,56
ODISHA,HYDERABAD AIRPORT,CANADA,10255,125
ODISHA,HYDERABAD AIRPORT,KUWAIT,3103537,37408
ODISHA,HYDERABAD AIRPORT,NORWAY,3581938,43011
ODISHA,HYDERABAD AIRPORT,PHILIPPINES,1225016,14935
ODISHA,HYDERABAD AIRPORT,U ARAB EMTS,21750,262
ODISHA,HYDERABAD AIRPORT,U S A,105028,1263
ODISHA,ICD BANGALORE,U S A,10712076,128819
ODISHA,ICD CONCOR JHARSUGUDA,CHINA P RP,1699522317,20479934
ODISHA,ICD CONCOR JHARSUGUDA,ITALY,1410395298,17151063
ODISHA,ICD CONCOR JHARSUGUDA,JAPAN,298477632,3594059
ODISHA,ICD CONCOR JHARSUGUDA,KENYA,438979050,5301629
ODISHA,ICD CONCOR JHARSUGUDA,KOREA RP,2181966145,26525409
ODISHA,ICD CONCOR JHARSUGUDA,MALAYSIA,3698418766,44566861
ODISHA,ICD CONCOR JHARSUGUDA,MEXICO,294707362,3548660
ODISHA,ICD CONCOR JHARSUGUDA,NETHERLAND,875397076,10609968
ODISHA,ICD CONCOR JHARSUGUDA,NIGERIA,65829711,802598
ODISHA,ICD CONCOR JHARSUGUDA,SAUDI ARAB,149475803,1822413
ODISHA,ICD CONCOR JHARSUGUDA,SPAIN,860966197,10476089
ODISHA,ICD CONCOR JHARSUGUDA,TAIWAN,806288876,9722400
ODISHA,ICD CONCOR JHARSUGUDA,TANZANIA REP,303267611,3663488
ODISHA,ICD CONCOR JHARSUGUDA,VIETNAM SOC REP,1108549803,13463178
ODISHA,ICD GARHIHARSARU,SPAIN,6348332,76491
ODISHA,ICD GARHIHARSARU,U S A,11482257,137929
ODISHA,ICD HYDERABAD,TOGO,4200729,50468
ODISHA,ICD HYDERABAD,U S A,543170,6547
ODISHA,ICD JAJPUR,BELGIUM,235434465,2835811
ODISHA,ICD JAJPUR,BRAZIL,37615462,455126
ODISHA,ICD JAJPUR,CANADA,3675717,44287
ODISHA,ICD JAJPUR,CHINA P RP,48340061,589363
ODISHA,ICD JAJPUR,INDONESIA,23053815,281073
ODISHA,ICD JAJPUR,ISRAEL,28598373,346002
ODISHA,ICD JAJPUR,ITALY,420576257,5076063
ODISHA,ICD JAJPUR,KOREA RP,47904141,575990
ODISHA,ICD JAJPUR,MEXICO,4914483,59212
ODISHA,ICD JAJPUR,MOROCCO,6230674,74959
ODISHA,ICD JAJPUR,POLAND,145738299,1773385
ODISHA,ICD JAJPUR,RUSSIA,36554284,440225
ODISHA,ICD JAJPUR,SPAIN,16512192,199126
ODISHA,ICD JAJPUR,TURKEY,76342660,921312
ODISHA,ICD JAJPUR,U ARAB EMTS,109782754,1320796
ODISHA,ICD JAJPUR,U K,7276721,88488
ODISHA,ICD JAJPUR,U S A,13809101,166279
ODISHA,ICD KALINGANAGAR,CHINA P RP,102592639,1239260
ODISHA,ICD KALINGANAGAR,JAPAN,618931877,7488514
ODISHA,ICD KALINGANAGAR,KOREA RP,283267573,3422110
ODISHA,ICD KALINGANAGAR,LIBERIA,986292,11888
ODISHA,ICD MARRIAPALLAEM,CHINA P RP,48249903,586361
ODISHA,ICD Piyala Ballagarh,MALAYSIA,22144680,266811
ODISHA,ICD SABARMATI,DOMINIC REP,2386707,28739
ODISHA,ICD SABARMATI,GUINEA,141140,1699
ODISHA,ICD SABARMATI,KENYA,93568,1124
ODISHA,ICD SABARMATI,PARAGUAY,57334,690
ODISHA,ICD SABARMATI,SRI LANKA DSR,995949,12025
ODISHA,ICD SABARMATI,U S A,1367474,16507
ODISHA,ICD TONDIAR-PET CHENNAI,AUSTRALIA,13870514,167812
ODISHA,ICD TONDIAR-PET CHENNAI,BAHARAIN IS,2522831,30396
ODISHA,ICD TONDIAR-PET CHENNAI,BURUNDI,1492666,18199
ODISHA,ICD TONDIAR-PET CHENNAI,CAMBODIA,5051579,60828
ODISHA,ICD TONDIAR-PET CHENNAI,COLOMBIA,10499360,126075
ODISHA,ICD TONDIAR-PET CHENNAI,COMOROS,1258718,15172
ODISHA,ICD TONDIAR-PET CHENNAI,EGYPT A RP,77057244,926424
ODISHA,ICD TONDIAR-PET CHENNAI,ETHIOPIA,11254750,136284
ODISHA,ICD TONDIAR-PET CHENNAI,GREECE,19207736,231613
ODISHA,ICD TONDIAR-PET CHENNAI,GUATEMALA,10819126,131268
ODISHA,ICD TONDIAR-PET CHENNAI,IRAQ,21948391,265449
ODISHA,ICD TONDIAR-PET CHENNAI,ISRAEL,7665134,93304
ODISHA,ICD TONDIAR-PET CHENNAI,ITALY,1749414,21078
ODISHA,ICD TONDIAR-PET CHENNAI,KENYA,294867741,3550047
ODISHA,ICD TONDIAR-PET CHENNAI,KUWAIT,1259870,15186
ODISHA,ICD TONDIAR-PET CHENNAI,MALTA,3332469,40265
ODISHA,ICD TONDIAR-PET CHENNAI,MAURITIUS,12906641,155557
ODISHA,ICD TONDIAR-PET CHENNAI,NETHERLAND,4442680,53988
ODISHA,ICD TONDIAR-PET CHENNAI,NIGERIA,51601587,622309
ODISHA,ICD TONDIAR-PET CHENNAI,OMAN,14290635,172669
ODISHA,ICD TONDIAR-PET CHENNAI,PUERTO RICO,49719117,601872
ODISHA,ICD TONDIAR-PET CHENNAI,QATAR,15367626,185056
ODISHA,ICD TONDIAR-PET CHENNAI,REUNION,1348345,16199
ODISHA,ICD TONDIAR-PET CHENNAI,SAUDI ARAB,1253206,15090
ODISHA,ICD TONDIAR-PET CHENNAI,SOMALIA,4074887,49117
ODISHA,ICD TONDIAR-PET CHENNAI,SOUTH AFRICA,7144503,86508
ODISHA,ICD TONDIAR-PET CHENNAI,SOUTH SUDAN,2455866,29602
ODISHA,ICD TONDIAR-PET CHENNAI,SPAIN,8543066,103991
ODISHA,ICD TONDIAR-PET CHENNAI,SRI LANKA DSR,309358146,3728207
ODISHA,ICD TONDIAR-PET CHENNAI,SUDAN,8362986,101677
ODISHA,ICD TONDIAR-PET CHENNAI,THAILAND,25932248,312427
ODISHA,ICD TONDIAR-PET CHENNAI,TURKEY,32807913,395104
ODISHA,ICD TONDIAR-PET CHENNAI,U ARAB EMTS,651988224,7848728
ODISHA,ICD TONDIAR-PET CHENNAI,U K,13445220,161952
ODISHA,ICD TONDIAR-PET CHENNAI,UGANDA,1226816,14781
ODISHA,ICD TONDIAR-PET CHENNAI,UKRAINE,46341409,559734
ODISHA,ICD TONDIAR-PET CHENNAI,YEMEN REPUBLC,70511316,848191
ODISHA,ICD TONDIAR-PET CHENNAI,ZAMBIA,1847319,22257
ODISHA,ICD TUTICORIN,BELGIUM,2560598,31096
