State ,Port,Country,AM24_INR,AM24_USD
ANDAMAN & NICOBAR,AHMEDABAD AIR CARGO COMPLEX,GERMANY,78980,951
ANDAMAN & NICOBAR,CFS ALBATROSS/ICD DADRI,VIETNAM SOC REP,6785610,81966
ANDAMAN & NICOBAR,CHENNAI AIR,SRI LANKA DSR,68063,829
ANDAMAN & NICOBAR,CHENNAI SEA,MALAYSIA,25649231,309171
ANDAMAN & NICOBAR,CHENNAI SEA,VIETNAM SOC REP,24945360,300539
ANDAMAN & NICOBAR,KOLKATA AIR,THAILAND,27126,327
ANDAMAN & NICOBAR,PORT BLAIR,MALAYSIA,5754000,69356
ANDAMAN & NICOBAR,RAXAUL LAND,NEPAL,17796168,216009
ANDAMAN & NICOBAR,TUTICORIN SEA,MALDIVES,1368057,16614
ANDHRA PRADESH,ACC COIMBATORE,U S A,34198,415
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,AFGHANISTAN,280177,3381
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,ALGERIA,614460,7462
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,ARGENTINA,378579,4585
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,BAHAMAS,51597,624
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,BELARUS,287887,3509
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,BELGIUM,128322,1554
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,BOLIVIA,217528,2632
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,BRAZIL,4608976,55592
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,CHILE,2247614,27092
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,COLOMBIA,7804406,94478
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,COSTA RICA,1894591,22912
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,DOMINIC REP,3137900,38091
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,ECUADOR,265423,3214
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,EGYPT A RP,422508,5088
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,EL SALVADOR,54895021,663062
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,GHANA,115365,1395
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,GUATEMALA,1476743,17881
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,GUYANA,2246397,27237
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,ISRAEL,78541,944
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,JAMAICA,542520,6539
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,JORDAN,598489,7285
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,KENYA,890470,10770
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,LEBANON,12391588,150085
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,MALAYSIA,276241,3329
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,MALDIVES,673236,8103
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,MAURITIUS,6839937,82865
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,MEXICO,1703885,20552
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,MYANMAR,1120560,13536
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,NETHERLAND,935510,11406
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,NICARAGUA,2395680,28938
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,NIGERIA,18922773,229497
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,PARAGUAY,6162658,74345
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,PERU,5162209,62569
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,PHILIPPINES,265522,3218
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,SERBIA,45272,545
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,SPAIN,137159,1673
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,SRI LANKA DSR,9671338,117913
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,SUDAN,11183,136
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,TUNISIA,314519,3794
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,TURKEY,2945780,35666
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,U K,77925,937
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,U S A,19233,231
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,URUGUAY,5571205,67117
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,UZBEKISTAN,1426873,17378
ANDHRA PRADESH,AHMEDABAD AIR CARGO COMPLEX,VIETNAM SOC REP,815068,9896
ANDHRA PRADESH,"ANRAK ALUMINIUM SEZ, VIZAG DC",INDONESIA,956665710,11519500
ANDHRA PRADESH,"ANRAK ALUMINIUM SEZ, VIZAG DC",OMAN,10000155375,120656227
ANDHRA PRADESH,"ANRAK ALUMINIUM SEZ, VIZAG DC",RUSSIA,4655304795,56175842
ANDHRA PRADESH,APACHE Footware Nellore,ARGENTINA,24832647,298713
ANDHRA PRADESH,APACHE Footware Nellore,AUSTRALIA,173786446,2096869
ANDHRA PRADESH,APACHE Footware Nellore,BRAZIL,148323910,1788342
ANDHRA PRADESH,APACHE Footware Nellore,CANADA,241434402,2909336
ANDHRA PRADESH,APACHE Footware Nellore,CHILE,73263205,883645
ANDHRA PRADESH,APACHE Footware Nellore,CHINA P RP,240180332,2908610
ANDHRA PRADESH,APACHE Footware Nellore,COLOMBIA,63258360,764676
ANDHRA PRADESH,APACHE Footware Nellore,EGYPT A RP,2114484,25494
ANDHRA PRADESH,APACHE Footware Nellore,FRANCE,177457989,2154349
ANDHRA PRADESH,APACHE Footware Nellore,GERMANY,2993745441,36169776
ANDHRA PRADESH,APACHE Footware Nellore,GREECE,22746026,275737
ANDHRA PRADESH,APACHE Footware Nellore,HONG KONG,118823437,1435921
ANDHRA PRADESH,APACHE Footware Nellore,INDONESIA,90317153,1089617
ANDHRA PRADESH,APACHE Footware Nellore,ISRAEL,132934122,1603762
ANDHRA PRADESH,APACHE Footware Nellore,ITALY,248602159,2999595
ANDHRA PRADESH,APACHE Footware Nellore,JAPAN,538330777,6515473
ANDHRA PRADESH,APACHE Footware Nellore,KAZAKHSTAN,25784998,310153
ANDHRA PRADESH,APACHE Footware Nellore,KOREA RP,239618185,2890535
ANDHRA PRADESH,APACHE Footware Nellore,MALAYSIA,101309966,1221718
ANDHRA PRADESH,APACHE Footware Nellore,MEXICO,351990073,4259691
ANDHRA PRADESH,APACHE Footware Nellore,MONACO,110216758,1330098
ANDHRA PRADESH,APACHE Footware Nellore,MOROCCO,43275437,521792
ANDHRA PRADESH,APACHE Footware Nellore,NEW ZEALAND,15109366,182594
ANDHRA PRADESH,APACHE Footware Nellore,PANAMA REPUBLIC,66091587,798300
ANDHRA PRADESH,APACHE Footware Nellore,PERU,125840735,1519735
ANDHRA PRADESH,APACHE Footware Nellore,PHILIPPINES,99614104,1203911
ANDHRA PRADESH,APACHE Footware Nellore,SAUDI ARAB,86547039,1041389
ANDHRA PRADESH,APACHE Footware Nellore,SINGAPORE,55428416,669051
ANDHRA PRADESH,APACHE Footware Nellore,SOUTH AFRICA,175180941,2119644
ANDHRA PRADESH,APACHE Footware Nellore,SPAIN,157335220,1903214
ANDHRA PRADESH,APACHE Footware Nellore,TAIWAN,68120649,824512
ANDHRA PRADESH,APACHE Footware Nellore,THAILAND,136336535,1647034
ANDHRA PRADESH,APACHE Footware Nellore,TURKEY,234127143,2827564
ANDHRA PRADESH,APACHE Footware Nellore,U ARAB EMTS,796748197,9615654
ANDHRA PRADESH,APACHE Footware Nellore,U K,582524800,7036119
ANDHRA PRADESH,APACHE Footware Nellore,U S A,2066686029,24904439
ANDHRA PRADESH,APACHE Footware Nellore,UKRAINE,32027266,386326
ANDHRA PRADESH,APACHE Footware Nellore,URUGUAY,8839480,106498
ANDHRA PRADESH,APACHE Footware Nellore,VIETNAM SOC REP,61222507,739055
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ALBANIA,15171709,183100
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ALGERIA,185123046,2234381
ANDHRA PRADESH,APIIC BUILDING PRODUCT,AUSTRALIA,17468096,210424
ANDHRA PRADESH,APIIC BUILDING PRODUCT,BELGIUM,44734155,540269
ANDHRA PRADESH,APIIC BUILDING PRODUCT,BULGARIA,3549025,43027
ANDHRA PRADESH,APIIC BUILDING PRODUCT,CANADA,80163512,968447
ANDHRA PRADESH,APIIC BUILDING PRODUCT,CROATIA,49385550,597155
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ETHIOPIA,8444902,101915
ANDHRA PRADESH,APIIC BUILDING PRODUCT,GERMANY,85480197,1031448
ANDHRA PRADESH,APIIC BUILDING PRODUCT,GREECE,1093668,13199
ANDHRA PRADESH,APIIC BUILDING PRODUCT,GUATEMALA,1041209,12694
ANDHRA PRADESH,APIIC BUILDING PRODUCT,INDONESIA,32263275,390105
ANDHRA PRADESH,APIIC BUILDING PRODUCT,IRAQ,6933748,83696
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ISRAEL,5827608,70672
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ITALY,98793762,1192267
ANDHRA PRADESH,APIIC BUILDING PRODUCT,JORDAN,48456256,585936
ANDHRA PRADESH,APIIC BUILDING PRODUCT,KOREA RP,2509245,30553
ANDHRA PRADESH,APIIC BUILDING PRODUCT,KUWAIT,3244042,39058
ANDHRA PRADESH,APIIC BUILDING PRODUCT,LEBANON,1417544,17018
ANDHRA PRADESH,APIIC BUILDING PRODUCT,LIBYA,89811696,1085866
ANDHRA PRADESH,APIIC BUILDING PRODUCT,LITHUANIA,8654856,104312
ANDHRA PRADESH,APIIC BUILDING PRODUCT,MEXICO,160645821,1939482
ANDHRA PRADESH,APIIC BUILDING PRODUCT,MOROCCO,3115570,37480
ANDHRA PRADESH,APIIC BUILDING PRODUCT,NETHERLAND,6016291,72488
ANDHRA PRADESH,APIIC BUILDING PRODUCT,NEW ZEALAND,8723059,105241
ANDHRA PRADESH,APIIC BUILDING PRODUCT,OMAN,1558597,18972
ANDHRA PRADESH,APIIC BUILDING PRODUCT,PHILIPPINES,1859506,22533
ANDHRA PRADESH,APIIC BUILDING PRODUCT,POLAND,189867321,2293806
ANDHRA PRADESH,APIIC BUILDING PRODUCT,PORTUGAL,5080976,61164
ANDHRA PRADESH,APIIC BUILDING PRODUCT,ROMANIA,1230904,14869
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SAUDI ARAB,2490825,30011
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SERBIA,3154844,38403
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SLOVENIA,5010133,60520
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SPAIN,2302352,27719
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SWAZILAND,3575713,43018
ANDHRA PRADESH,APIIC BUILDING PRODUCT,SWITZERLAND,7474975,90047
ANDHRA PRADESH,APIIC BUILDING PRODUCT,THAILAND,4473882,54220
ANDHRA PRADESH,APIIC BUILDING PRODUCT,TUNISIA,35018426,422063
ANDHRA PRADESH,APIIC BUILDING PRODUCT,TURKEY,16457179,199228
ANDHRA PRADESH,APIIC BUILDING PRODUCT,U ARAB EMTS,87697028,1056833
ANDHRA PRADESH,APIIC BUILDING PRODUCT,U K,81595076,987240
ANDHRA PRADESH,APIIC BUILDING PRODUCT,U S A,2599389756,31413034
ANDHRA PRADESH,APIIC BUILDING PRODUCT,VENEZUELA,1312949,15766
ANDHRA PRADESH,APIIC BUILDING PRODUCT,VIETNAM SOC REP,1218020,14628
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ALBANIA,2580926,31467
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ARMENIA,10970301,131730
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),AUSTRIA,293410126,3543399
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BAHARAIN IS,678771,8169
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BANGLADESH PR,3837510,46168
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BELGIUM,887038493,10704040
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BOTSWANA,793920,9533
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BRAZIL,227536273,2755685
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BURKINA FASO,18423673,221526
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),BURUNDI,18316284,220054
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),C AFRI REP,1126548,13553
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),CANADA,384596250,4646323
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),CHINA P RP,63906776,774377
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),CONGO D. REP.,146626618,1780257
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),CONGO P REP,294321330,3552855
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),DENMARK,12485365,151005
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ETHIOPIA,989,12
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),FINLAND,22717554,273760
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),FRANCE,892565406,10770266
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),GEORGIA,114069358,1381530
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),GERMANY,1044319061,12622359
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),HAITI,192570367,2319496
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),HONDURAS,33319407,400873
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),HUNGARY,151568580,1829932
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ITALY,30102589,362124
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),JAPAN,317307194,3834857
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),JORDAN,11737202,141317
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),KENYA,186377814,2242247
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),KOREA RP,36218767,438189
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),MALAYSIA,119290110,1438974
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),MALTA,495892423,5985259
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),MEXICO,597798279,7222477
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),MOZAMBIQUE,824443723,9963579
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),MYANMAR,337790613,4072623
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),NEPAL,61378406,739487
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),NETHERLAND,4941338,59577
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),NIGERIA,1108617881,13433504
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),PARAGUAY,54204266,653217
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),PHILIPPINES,80101300,965186
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),POLAND,2303071122,27844503
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ROMANIA,1520111884,18375247
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),RUSSIA,742254486,8988642
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SERBIA,746814760,9033434
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SINGAPORE,246638,2967
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SLOVAK REP,26146,314
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SOUTH AFRICA,2033125249,24518974
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SPAIN,376355,4581
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),SWAZILAND,64655898,787029
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),TAIWAN,83935857,1010467
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),TANZANIA REP,576614877,6924356
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),TOGO,16625700,200829
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),TURKEY,318011808,3833957
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),U ARAB EMTS,255025049,3071436
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),U K,93895408,1133807
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),U S A,20567139658,248339625
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),UGANDA,505768298,6133716
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),UKRAINE,394695335,4774624
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),UZBEKISTAN,25515885,308170
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),VENEZUELA,2977200,35750
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),VIETNAM SOC REP,10340525,124139
ANDHRA PRADESH,APIIC LIMITED(NAIDUPETA),ZAMBIA,158244374,1921764
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,AFGHANISTAN,2819042,33843
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ALBANIA,236488,2883
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ALGERIA,249131,2991
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ARGENTINA,405218286,4895665
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,AUSTRALIA,495403667,5971093
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BAHARAIN IS,3371587357,40622608
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BANGLADESH PR,8315468,101221
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BELGIUM,1383552079,16790128
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BENIN,15965751,194151
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BRAZIL,2105234940,25476342
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BURKINA FASO,51458830,619560
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,BURUNDI,19043438,228618
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,C AFRI REP,11038539,133339
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CAMBODIA,2322575,27959
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CAMEROON,197131848,2379060
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CANADA,4353808473,52524002
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CAPE VERDE IS,3774597,46020
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CHAD,3212142,39100
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CHILE,49603418,599710
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CHINA P RP,342380927,4135614
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,COLOMBIA,523007941,6311103
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CONGO D. REP.,253775895,3057576
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CONGO P REP,106434955,1287938
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,COSTA RICA,523343,6306
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,COTE D' IVOIRE,93639070,1132911
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CYPRUS,33626779,408212
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,CZECH REPUBLIC,67918976,818515
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,DOMINIC REP,1916500,23057
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ECUADOR,129760220,1565736
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,EGYPT A RP,4105009436,49634259
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,EL SALVADOR,84783020,1023197
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,EQUTL GUINEA,9851240,119915
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ETHIOPIA,280020997,3389162
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,FIJI IS,250624,3048
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,FRANCE,130849183,1578351
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GABON,12683925,154242
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GAMBIA,16483640,198604
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GEORGIA,15064380,181681
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GERMANY,743914366,8996972
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GHANA,818204693,9846362
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GREECE,187981858,2275404
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GUATEMALA,619887,7447
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,GUINEA BISSAU,14966864,181989
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,HAITI,3971021,47672
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,HONDURAS,107790,1312
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,INDONESIA,1981865565,24051775
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,IRAQ,323972862,3914598
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ISRAEL,1984862530,24027171
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,ITALY,3781779536,45657129
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,JAPAN,5265874382,63621200
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,JORDAN,92258453,1118409
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,KAZAKHSTAN,1292896,15763
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,KENYA,389930037,4691269
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,KOREA RP,13221693,159905
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,KUWAIT,43414429,527237
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,KYRGHYZSTAN,12020614,145803
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,LEBANON,1278420,15587
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,LESOTHO,135829484,1630873
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,LIBERIA,61214078,743401
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,LIBYA,532791348,6440534
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,LITHUANIA,7910311,94986
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MALAWI,504812175,6082336
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MALAYSIA,1315214575,15850467
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MALDIVES,2142428,25938
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MALI,15732468,189012
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MALTA,10783043,130953
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MEXICO,176902675,2137844
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MOLDOVA,1969173,23726
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MONGOLIA,1230945,14837
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MOROCCO,22466368,273768
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MOZAMBIQUE,1833499850,22234583
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,MYANMAR,300358424,3631494
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,NAMIBIA,178148647,2151885
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,NEPAL,506613,6106
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,NETHERLAND,2200479556,26629876
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,NIGERIA,116093205,1395295
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,OMAN,1200158551,14525650
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PAPUA N GNA,35747136,430701
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PARAGUAY,9078211,109424
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PERU,281140061,3384260
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PHILIPPINES,475684150,5751360
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,POLAND,223851062,2704373
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PORTUGAL,61199211,739067
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,PUERTO RICO,2830877,34425
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,QATAR,3623472290,43788985
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,RUSSIA,58296087,701040
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,RWANDA,350940005,4234080
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SAUDI ARAB,117472070,1412939
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SERBIA,3303,40
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SIERRA LEONE,9410882,114288
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SINGAPORE,2480630556,29882968
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SLOVENIA,2545482775,30744498
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SOUTH AFRICA,601394372,7311456
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SPAIN,68256581,823784
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,STATE OF PALESTINE,963152,11565
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SUDAN,41363594,498294
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SURINAME,1220004,14705
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SWAZILAND,27360025,333042
ANDHRA PRADESH,APPIIC MULTI PROD SEZ VIZAG DC,SWEDEN,978838,11794
